Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,Authority,Hub,Clustering Coefficient,pageranks,componentnumber,Cluster,clustering,triangles,eigencentrality
Complex service system,Complex service system,,17,17,5,0.327973,0.340406,123.19455,3,0.0179,0.003886,0,0.00125,0,0,0,0,0.034072
Digital infrastructure,Digital infrastructure,,14,16,5,0.326525,0.338447,174.359059,5,0.011842,0.002571,0,0.001046,0,0,0,0,0.024917
Inter-organizational,Inter-organizational,,8,9,5,0.321031,0.330178,79.875108,0,0.005315,0.001154,0,0.000676,0,0,0,0,0.01151
New product development,New product development,,12,12,6,0.321031,0.332713,69.39529,0,0.012116,0.00263,0,0.000925,0,0,0,0,0.023583
Organizational change,Organizational change,,13,13,5,0.322959,0.334165,738.567934,2,0.009593,0.002083,0,0.001207,0,0,0,0,0.019932
Public service innovation,Public service innovation,,12,12,5,0.324554,0.334531,91.530059,2,0.007727,0.001678,0,0.000993,0,0,0,0,0.017277
Service delivery system,Service delivery system,,16,16,5,0.323136,0.335531,119.664668,0,0.015265,0.003314,0,0.001163,0,0,0,0,0.029994
Service operations,Service operations,,14,14,6,0.317754,0.331178,88.482247,3,0.014233,0.00309,0,0.001079,0,0,0,0,0.027243
Tourism,Tourism,,21,21,5,0.322256,0.336433,1145.441629,1,0.012221,0.002653,0,0.001781,0,0,0,0,0.026604
Ambidextrous innovation,Ambidextrous innovation,,10,12,6,0.324198,0.333981,80.478066,3,0.008549,0.001856,0,0.000811,0,0,0,0,0.017468
Facilities,Facilities,,7,9,6,0.323489,0.33253,26.857076,1,0.007348,0.001595,0,0.00059,0,0,0,0,0.01458
Governance mechanisms,Governance mechanisms,,6,8,5,0.311562,0.321978,15.788363,0,0.00485,0.001053,0,0.000526,0,0,0,0,0.010134
Hospitality,Hospitality,,16,16,5,0.318439,0.331305,144.788932,1,0.010709,0.002325,0,0.001321,0,0,0,0,0.022368
Open data,Open data,,13,13,5,0.331094,0.341505,145.91766,6,0.01312,0.002848,0,0.001014,0,0,0,0,0.026249
Self-organising,Self-organising,,13,13,6,0.319816,0.331431,98.816541,6,0.011309,0.002455,0,0.000998,0,0,0,0,0.022276
Service platform,Service platform,,13,13,5,0.331094,0.342589,69.051707,3,0.023048,0.005004,0,0.000906,0,0,0,0,0.042102
Sociomateriality,Sociomateriality,,10,14,5,0.326525,0.336743,46.787215,5,0.014528,0.003154,0,0.00074,0,0,0,0,0.02746
Value-in-context,Value-in-context,,10,11,5,0.324198,0.334883,35.869049,3,0.013972,0.003033,0,0.000767,0,0,0,0,0.025703
Boundary resources,Boundary resources,,13,15,6,0.328155,0.339842,84.10782,5,0.018016,0.003911,0,0.00092,0,0,0,0,0.034551
Everyday activities/ everyday life,Everyday activities/ everyday life,,9,10,5,0.320509,0.331079,50.265711,5,0.009779,0.002123,0,0.000702,0,0,0,0,0.01892
Industrial service innovation,Industrial service innovation,,5,11,6,0.294645,0.308185,7.84739,1,0.003839,0.000833,0,0.000515,0,0,0,0,0.007864
Innovation diffusion theory (IDT),Innovation diffusion theory (IDT),,7,8,6,0.292171,0.307481,31.82643,5,0.002681,0.000582,0,0.00068,0,0,0,0,0.006699
Institutional Theory,Institutional Theory,,10,10,6,0.32173,0.33246,187.757267,5,0.00874,0.001897,0,0.000863,0,0,0,0,0.017658
Local government,Local government,,8,8,6,0.280265,0.298253,19.324143,2,0.003728,0.000809,0,0.000716,0,0,0,0,0.009052
Transparency,Transparency,,8,8,5,0.325806,0.334799,55.375915,5,0.007781,0.001689,0,0.000675,0,0,0,0,0.015657
Action theory,Action theory,,6,6,5,0.318267,0.32767,33.737708,5,0.006088,0.001322,0,0.000566,0,0,0,0,0.011905
Characteristics-based approach,Characteristics-based approach,,5,6,6,0.310417,0.320964,23.264253,2,0.002902,0.00063,0,0.000503,0,0,0,0,0.006573
Contingency theory,Contingency theory,,8,8,6,0.323666,0.332699,54.46938,2,0.007423,0.001612,0,0.000703,0,0,0,0,0.014914
Customer service innovation,Customer service innovation,,9,11,6,0.31421,0.325317,21.854688,1,0.009092,0.001974,0,0.000783,0,0,0,0,0.017387
Healthcare service innovation,Healthcare service innovation,,5,5,5,0.316734,0.325317,8.718772,4,0.00481,0.001044,0,0.000465,0,0,0,0,0.009629
Internet of Things (IoT),Internet of Things (IoT),,9,9,5,0.327792,0.337081,59.330168,6,0.010827,0.002351,0,0.000712,0,0,0,0,0.021343
Mobile ecosystem,Mobile ecosystem,,8,8,5,0.318954,0.329022,37.190664,0,0.006952,0.001509,0,0.000639,0,0,0,0,0.014525
Rural,Rural,,5,5,6,0.305448,0.316638,83.509868,5,0.002291,0.000497,0,0.000609,0,0,0,0,0.005341
Structuration theory,Structuration theory,,9,10,5,0.324911,0.334489,81.2585,3,0.010977,0.002383,0,0.000742,0,0,0,0,0.020722
Actor-to-actor (A2A),Actor-to-actor (A2A),,5,6,6,0.323489,0.331727,6.299423,3,0.009614,0.002087,0,0.00043,0,0,0,0,0.017489
Complex adaptive system,Complex adaptive system,,4,4,5,0.325447,0.333066,7.815912,3,0.006424,0.001395,0,0.000372,0,0,0,0,0.012222
Customer-Dominant Logic,Customer-Dominant Logic,,4,6,6,0.290878,0.304931,4.207289,1,0.003787,0.000822,0,0.000449,0,0,0,0,0.007136
Emerging economies,Emerging economies,,8,8,6,0.31189,0.323387,46.099165,2,0.005812,0.001262,0,0.000689,0,0,0,0,0.012223
Mobile technology,Mobile technology,,7,7,6,0.305922,0.317639,17.541762,3,0.005611,0.001218,0,0.000652,0,0,0,0,0.010948
Nation Health Service,Nation Health Service,,3,3,6,0.306715,0.316892,4.461231,4,0.002192,0.000476,0,0.000334,0,0,0,0,0.004729
Nature conservation,Nature conservation,,8,10,6,0.271767,0.290476,15.916208,5,0.004154,0.000902,0,0.000702,0,0,0,0,0.009601
Platform-ecosystem,Platform-ecosystem,,5,7,6,0.295972,0.30989,15.494309,5,0.002663,0.000578,0,0.000509,0,0,0,0,0.006021
Practice theory,Practice theory,,7,9,6,0.322607,0.331671,29.056557,3,0.011026,0.002394,0,0.000562,0,0,0,0,0.020396
SaaS,SaaS,,8,8,5,0.329068,0.337715,41.440404,5,0.010379,0.002253,0,0.000638,0,0,0,0,0.020119
Smart City/smart city services,Smart City/smart city services,,6,6,6,0.298361,0.311961,14.193733,3,0.003555,0.000772,0,0.000536,0,0,0,0,0.007838
Technological innovation system,Technological innovation system,,6,6,6,0.236647,0.25324,32.781486,2,0.000443,0.000096,0,0.000729,0,0,0,0,0.002765
Technology policy,Technology policy,,5,5,6,0.310907,0.320372,167.748812,2,0.00173,0.000376,0,0.000633,0,0,0,0,0.004474
Value co-destruction,Value co-destruction,,4,4,6,0.294645,0.308199,2.931637,3,0.003937,0.000855,0,0.000402,0,0,0,0,0.007383
Agency theory,Agency theory,,4,4,6,0.26086,0.278769,7.574744,4,0.001397,0.000303,0,0.000501,0,0,0,0,0.00355
Co-opetition,Co-opetition,,1,1,6,0.222494,0.23346,0,6,0.000165,0.000036,0,0.000238,0,0,0,0,0.000602
Digital artifact,Digital artifact,,4,4,6,0.30248,0.314835,9.847262,5,0.002437,0.000529,0,0.000398,0,0,0,0,0.005523
Digital divide,Digital divide,,3,3,6,0.301863,0.31299,18.746762,5,0.001548,0.000336,0,0.000395,0,0,0,0,0.003572
Digitalization,Digitalization,,2,2,6,0.312715,0.321386,1.727535,5,0.002449,0.000532,0,0.00026,0,0,0,0,0.004767
Lancasterian,Lancasterian,,2,3,6,0.305764,0.315948,1.784456,2,0.001497,0.000325,0,0.000267,0,0,0,0,0.003317
Layered modular architecture,Layered modular architecture,,4,4,6,0.316734,0.326036,11.338325,5,0.004624,0.001004,0,0.000378,0,0,0,0,0.009419
Modularity theory,Modularity theory,,3,3,6,0.311234,0.320485,5.84292,5,0.003392,0.000736,0,0.000318,0,0,0,0,0.006611
neo-Schumpeterian,neo-Schumpeterian,,1,1,7,0.220339,0.230532,0,2,0.000149,0.000032,0,0.000238,0,0,0,0,0.000565
Public service system,Public service system,,3,3,6,0.304661,0.315371,1.112544,4,0.003415,0.000741,0,0.000323,0,0,0,0,0.006595
Smart tourism,Smart tourism,,5,5,6,0.264121,0.282502,11.338624,3,0.002261,0.000491,0,0.000519,0,0,0,0,0.005242
User-driven innovation,User-driven innovation,,3,3,6,0.286649,0.301282,4.151301,1,0.001775,0.000385,0,0.000417,0,0,0,0,0.003778
Value-in-exchange,Value-in-exchange,,4,4,5,0.325447,0.332967,3.134956,3,0.008571,0.001861,0,0.000357,0,0,0,0,0.015654
Viable Systems Approach,Viable Systems Approach,,4,6,6,0.296863,0.309453,2.907033,3,0.00343,0.000745,0,0.000404,0,0,0,0,0.006683
Actor network theory (ANT),Actor network theory (ANT),,3,3,6,0.27416,0.289955,0.6,5,0.001926,0.000418,0,0.000371,0,0,0,0,0.004036
APIs,APIs,,2,2,6,0.218467,0.228684,0.25,6,0.000273,0.000059,0,0.000319,0,0,0,0,0.001111
Customer service system,Customer service system,,3,3,6,0.315719,0.324274,1.071693,3,0.005373,0.001166,0,0.000304,0,0,0,0,0.009742
Customer-oriented public service system,Customer-oriented public service system,,3,3,6,0.304661,0.315371,1.112544,4,0.003415,0.000741,0,0.000323,0,0,0,0,0.006595
Data-driven,Data-driven,,2,2,5,0.325447,0.331868,0.359753,5,0.005265,0.001143,0,0.000243,0,0,0,0,0.00987
Disruptive service innovation,Disruptive service innovation,,2,2,6,0.27518,0.2908,0.111111,5,0.001451,0.000315,0,0.000267,0,0,0,0,0.003142
Eco-innovation in services,Eco-innovation in services,,3,3,6,0.269415,0.286503,3.987338,2,0.00135,0.000293,0,0.00036,0,0,0,0,0.003465
Flexible standard,Flexible standard,,4,4,6,0.304976,0.315554,10.48041,3,0.002037,0.000442,0,0.000428,0,0,0,0,0.00475
Knowledge-based theory,Knowledge-based theory,,3,3,6,0.257678,0.274387,0.75,5,0.00141,0.000306,0,0.000399,0,0,0,0,0.003199
Modular systems theory,Modular systems theory,,2,2,6,0.229932,0.243209,0.333333,5,0.000443,0.000096,0,0.000358,0,0,0,0,0.00132
neo-Institutional Theory,neo-Institutional Theory,,2,2,6,0.222076,0.233108,0.2,5,0.000348,0.000075,0,0.000303,0,0,0,0,0.001253
Open platform,Open platform,,1,1,6,0.268315,0.283911,0,5,0.000599,0.00013,0,0.00021,0,0,0,0,0.001309
Reasoned Action Theory,Reasoned Action Theory,,1,1,6,0.282002,0.295788,0,5,0.000869,0.000189,0,0.000217,0,0,0,0,0.001692
Self-service systems,Self-service systems,,2,2,5,0.325447,0.331868,0.359753,5,0.005265,0.001143,0,0.000243,0,0,0,0,0.00987
Smart Service System,Smart Service System,,5,5,5,0.325985,0.333559,12.257908,6,0.007437,0.001614,0,0.000448,0,0,0,0,0.014402
Social Capital Theory,Social Capital Theory,,3,3,6,0.292894,0.305621,1.46252,0,0.002315,0.000503,0,0.000378,0,0,0,0,0.004551
Systemic innovation theory,Systemic innovation theory,,1,1,6,0.252616,0.268695,0,5,0.000393,0.000085,0,0.00021,0,0,0,0,0.001036
User innovation theory,User innovation theory,,2,2,6,0.298662,0.309862,0.29596,1,0.00227,0.000493,0,0.000272,0,0,0,0,0.004244
Work system,Work system,,1,1,6,0.280265,0.29452,0,3,0.000884,0.000192,0,0.000222,0,0,0,0,0.001662
